,index,Date,Headline
474,474,2010-10-09,Malik says shrine attack linked to S. Waziristan
475,475,2010-10-09,Govt decides in principle to reopen Torkham
476,476,2010-10-09,Govt sees `victory` in US-Nato apologies
477,477,2010-10-09,PML-N threatens to move SC: Retired judge appointed new NAB chief
478,478,2010-10-09,Drone attack kills 10 in North Waziristan
479,479,2010-10-09,India to get two years at UN council
480,480,2010-10-09,Diplomats miss Obama reception due to glitch
481,481,2010-10-09,Shujaat played no role in NRO deal: US envoy
482,482,2010-10-09,Govt asked to support sunflower farming
483,483,2010-10-09,US security adviser Jones resigns
484,484,2010-10-09,China livid as dissident Liu awarded Peace Nobel
485,485,2010-10-09,Nepra issues report on power sector Decline in output of hydel projects hurting economy
486,486,2010-10-09,Army chief orders probe into abuse footage
487,487,2010-10-10,A way out  at last  for 33 trapped Chilean miners
488,488,2010-10-10,Govt again seeks postponement of NRO hearing
489,489,2010-10-10,Border reopened to Nato after 10 days
490,490,2010-10-10,Nisar makes public letters he wrote against Deedar
491,491,2010-10-10,UK aid worker killed in US rescue bid
492,492,2010-10-10,IMF likely to release $1.8bn in Dec
493,493,2010-10-10,Bangladesh detains fourth Lashkar man
494,494,2010-10-10,Four new polio cases detected
495,495,2010-10-10,Sania loses in CWG final
496,496,2010-10-10,29 Nato oil tankers torched in Balochistan
497,497,2010-10-11,NK’s heir debuts at military parade
498,498,2010-10-11,Golf course deal caused loss of Rs4.82bn
499,499,2010-10-11,7 killed in two drone attacks
500,500,2010-10-11,Nato supplies through Torkham resume after 11-day hiatus
501,501,2010-10-11,PML-N accused of derailing CoD
502,502,2010-10-11,Shahbaz threatens long march
503,503,2010-10-11,Plan for 20-day oil stocks to avert shortage
504,504,2010-10-11,`Pakistan attending Kabul peace talks`
505,505,2010-10-11,Indian woman stranded at Muscat airport dies
506,506,2010-10-11,Musharraf for deal with Taliban
507,507,2010-10-11,Rabbani elected head of Afghan peace council
508,508,2010-10-11,Kyrgyzstan heads for coalition after polls
509,509,2010-10-11,Probe launched into 500 missing Nato vehicles
510,510,2010-10-11,France hints at UN-created Palestinian state
511,511,2010-10-11,Appointment of NAB chairman Altaf asks opposition to adopt legal path
512,512,2010-10-11,Jundallah kidnaps Iran`s N-facility worker
513,513,2010-10-12,Sharif decided to remove Musharraf after a phone call: Gen (retd) Butt
514,514,2010-10-12,Reforms  anti-terror war to go on: Gilani
515,515,2010-10-12,Convicted officer fired
516,516,2010-10-12,29 bureaucrats elevated to top grade
517,517,2010-10-12,SC rejects govt plea to put off NRO hearing
518,518,2010-10-12,Karzai confirms talks with Taliban
519,519,2010-10-12,Nisar says appointment of NAB chief to be challenged
520,520,2010-10-12,`Pakistan completes new nuclear facility`
521,521,2010-10-12,Hostage may have been killed by US grenade: UK
522,522,2010-10-12,Boy killed in Haripur village Quake jolts Islamabad  adjoining towns
523,523,2010-10-12,Economics Nobel goes to three market specialists
524,524,2010-10-12,Govt seeks WB help for monitoring foreign aid
525,525,2010-10-12,Private spaceship makes first solo glide flight
526,526,2010-10-12,Probe into Rs62m federal lodge `embezzlement`
527,527,2010-10-12,Zardari says govt will complete term
528,528,2010-10-12,President back in capital after 10-day stay
529,529,2010-10-12,PML-N issues charge-sheet against Musharraf
530,530,2010-10-13,Nato copters violate airspace in Balochistan
531,531,2010-10-13,New gas supply plan lays stress on power plants
532,532,2010-10-13,NAB report on beneficiaries
533,533,2010-10-13,Video showing mob justice surfaces
534,534,2010-10-13,‘Pakistan has a role in Afghan talks’
535,535,2010-10-13,Fears of sectarian clash in Sehwan
536,536,2010-10-13,Troops killed in Iran’s explosion
537,537,2010-10-13,43 killed in train crash
538,538,2010-10-13,Equal distribution of flood aid assured: Pakistan key to success of Afghan peace talks: Gilani
539,539,2010-10-13,MQM comes up with land reforms bill
540,540,2010-10-13,Asia facing worsening water crisis  warns ADB
541,541,2010-10-13,Call for boycotting ‘partisan’ TV channel  newspaper: PPP leader lashes out at PML-N  Chaudhry Nisar
542,542,2010-10-13,Preliminary WB-ADB report puts flood losses at $9.5bn
543,543,2010-10-13,Khosa quits as adviser  likely to plead case: NRO battle resumes in SC today
544,544,2010-10-14,Seven militants held for planning attacks on PM  other ministers
545,545,2010-10-14,Chile mine miracle
546,546,2010-10-14,Massive restructuring of budget in the offing IMF softens stance on fiscal deficit
547,547,2010-10-14,BNP-M leader shot dead in Kalat
548,548,2010-10-14,Move termed violation of NRO verdict SC questions Deedar`s appointment
549,549,2010-10-14,Court allows Khosa to represent government
550,550,2010-10-14,Plants rented by PPIB got higher rates than units of Pepco
551,551,2010-10-14,Torkham reopening has normalised ties: US
552,552,2010-10-14,Returns can be filed till 30th
553,553,2010-10-14,Discriminatory nuclear arrangement assailed
554,554,2010-10-14,Drone attack kills seven
555,555,2010-10-14,Erdogan for closer cooperation in defence sector
556,556,2010-10-14,Deregulation of oil pricing  gas loadshedding on ECC agenda
557,557,2010-10-15,Operation in North Waziristan?: Decision to be based on need  not dictates
558,558,2010-10-15,Operation in North Waziristan?: Sooner the better  says Gates
559,559,2010-10-15,Pakistan urged to bring its wealthy into tax net
560,560,2010-10-15,Shahbaz regrets Saad Rafiq`s Bhutto remarks
561,561,2010-10-15,`Friends` for proper utilisation of funds
562,562,2010-10-15,17-judge SC bench to take up today reports about reversal of judges restoration order Midnight alarm in capital
563,563,2010-10-15,Five workers of MQM  one of ANP killed in Karachi
564,564,2010-10-15,Video of kidnapped professor released
565,565,2010-10-15,SHC admits petition against NAB chief`s appointment
566,566,2010-10-15,Canada eyes Pakistani military bases
567,567,2010-10-15,Verification of degrees Lawmakers asked to submit matric  FA certificates to HEC
568,568,2010-10-16,Servants of state must shun politics: Awan
569,569,2010-10-16,A dramatic day ends in a whimper
570,570,2010-10-16,Reversal of judges restoration will be treason  says SC
571,571,2010-10-16,Militants kill five soldiers
572,572,2010-10-16,Degrees of PM  a number of ministers yet to be verified
573,573,2010-10-16,Pakistan slams Nobel for Chinese dissident
574,574,2010-10-16,Nine militants killed in drone attacks in N. Waziristan
575,575,2010-10-16,Balochistan bill bars seminaries from preaching militancy
576,576,2010-10-16,Zardari and Gilani review situation
577,577,2010-10-16,Pakistan`frees` Mullah Baradar
578,578,2010-10-16,China  Pakistan major irritants: India
579,579,2010-10-16,Friends of Democratic Pakistan meeting Donors call for stronger economic reforms
580,580,2010-10-17,Flood-hit man commits suicide over Watan Card
581,581,2010-10-17,13 killed in Karachi violence
582,582,2010-10-17,Top political leaders meet COAS at Presidency
583,583,2010-10-17,ECC approves Rs14bn package for flood-hit farmers
584,584,2010-10-17,TV reports on judges SC  govt move to ascertain facts
585,585,2010-10-17,•PM’s address today •Judges hold meeting Anticipation  unease settle over capital
586,586,2010-10-17,NY suspect accused of wrong tip-off
587,587,2010-10-17,Peace process at early stage: US Nato giving safe passage to Taliban for talks
588,588,2010-10-17,15 legislators summoned on degree issue
589,589,2010-10-17,Indian army chief`s remarks unwise: FO
590,590,2010-10-17,Nisar approaches SC over Deedar`s appointment
591,591,2010-10-17,Babri mosque ruling to be challenged
592,592,2010-10-17,`FBI tipped about Headley 3 years before 26/11`
593,593,2010-10-17,UN for changes in farming methods
594,594,2010-10-17,16 workers trapped in Chinese coal mine
595,595,2010-10-17,EC shows leniency to legislators on assets statements
596,596,2010-10-18,Pakistan feels US has let it down
597,597,2010-10-18,Nawaz blames Zardari for crisis
598,598,2010-10-18,No let-up in Karachi killings; toll 33
599,599,2010-10-18,Gilani`s firm but polite no
600,600,2010-10-18,MQM puts on hold `decision` to quit govt
601,601,2010-10-18,PPP`s ouster will harm national integrity: Babar
602,602,2010-10-18,PAC to take up misuse of govt vehicles
603,603,2010-10-18,Hopes fade for trapped miners in China
604,604,2010-10-18,Headley was US mole in LeT
605,605,2010-10-18,Infant dies in stampede at relief centre
606,606,2010-10-18,India tests military drone
607,607,2010-10-18,FBR not prepared for new GST
608,608,2010-10-18,IPPs lobbying govt for getting fines waived
609,609,2010-10-19,Lakki Marwat suicide attack attempt foiled
610,610,2010-10-19,Seven killed in drone strike
611,611,2010-10-19,US has ‘no objection’ to Iran role in Afghan talks
612,612,2010-10-19,Attique hopeful of European Parliament help
613,613,2010-10-19,Pakistan rejects report about Osama`s presence
614,614,2010-10-19,Three Nato tankers torched
615,615,2010-10-19,MPA graduated in ’96  got degree in ’91
616,616,2010-10-19,Apex court bar accepts Rs5m govt donation
617,617,2010-10-19,Storm in the judicial teacup
618,618,2010-10-19,NGOs complain to Gilani about poor relief work
619,619,2010-10-19,Tribute paid to victims of Karsaz suicide attack
620,620,2010-10-20,Lakki Marwat suicide attack attempt foiled
621,621,2010-10-20,Seven killed in drone strike
622,622,2010-10-20,US has ‘no objection’ to Iran role in Afghan talks
623,623,2010-10-20,Attique hopeful of European Parliament help
624,624,2010-10-20,Pakistan rejects report about Osama`s presence
625,625,2010-10-20,Three Nato tankers torched
626,626,2010-10-20,MPA graduated in ’96  got degree in ’91
627,627,2010-10-20,Apex court bar accepts Rs5m govt donation
628,628,2010-10-20,Storm in the judicial teacup
629,629,2010-10-20,NGOs complain to Gilani about poor relief work
630,630,2010-10-20,Tribute paid to victims of Karsaz suicide attack
631,631,2010-10-20,Pakistan feels US has let it down
632,632,2010-10-20,Nawaz blames Zardari for crisis
633,633,2010-10-20,No let-up in Karachi killings; toll 33
634,634,2010-10-20,Gilani`s firm but polite no
635,635,2010-10-20,MQM puts on hold `decision` to quit govt
636,636,2010-10-20,PPP`s ouster will harm national integrity: Babar
637,637,2010-10-20,PAC to take up misuse of govt vehicles
638,638,2010-10-20,Hopes fade for trapped miners in China
639,639,2010-10-20,Headley was US mole in LeT
640,640,2010-10-20,Infant dies in stampede at relief centre
641,641,2010-10-20,India tests military drone
642,642,2010-10-20,FBR not prepared for new GST
643,643,2010-10-20,IPPs lobbying govt for getting fines waived
644,644,2010-10-21,Gilani hopes for positive judgment on 18th Amendment
645,645,2010-10-21,Obama to visit next year
646,646,2010-10-21,Pakistan has a role in Afghanistan  says US
647,647,2010-10-21,Haqqani`s two sons mediating in Kurram
648,648,2010-10-21,11 killed on day of mourning
649,649,2010-10-21,No army deployment in Karachi Govt reposes trust in civilian apparatus
650,650,2010-10-21,Oil firms offer loan for bridge
651,651,2010-10-21,13 heading for Muscat drown in sea
652,652,2010-10-21,Three security personnel die in Bara attack
653,653,2010-10-21,In figures
654,654,2010-10-21,Mumbai attacks: India seeks clarifications on judicial panel
655,655,2010-10-21,Britain unveils harsh cuts in austerity drive
656,656,2010-10-21,CIA says Al Qaeda  Haqqanis seriously damaged
657,657,2010-10-21,29pc of bottled water unsafe for consumption: report
658,658,2010-10-21,Gates apologises to Kayani for soldiers`death
659,659,2010-10-21,Obama expresses desire to expand strategic relations
660,660,2010-10-21,Rs47bn loans of big business houses written off in 12 years  SC told
661,661,2010-10-22,Only meaningful talks can ensure peace: FO
662,662,2010-10-22,Case closed or a fresh amendment needed?
663,663,2010-10-22,PCCR to meet on Nov 1
664,664,2010-10-22,Govt agencies to manage flood aid  donors told
665,665,2010-10-22,SC order on 18th Amendment calls for review of article on judges` appointment Ball back in parliament`s court
666,666,2010-10-22,Stakeholders agree on crackdown in Karachi
667,667,2010-10-22,Two killed in fierce clash near Srinagar
668,668,2010-10-22,10 militants killed in mine blast  shelling
669,669,2010-10-22,Parliament`s prestige enhanced  says Gilani
670,670,2010-10-22,Nuclear plant completes decade of `good performance`
671,671,2010-10-22,Expert terms drone strikes unlawful
672,672,2010-10-22,Zardari may visit Washington next month
673,673,2010-10-22,Stakes are high for Pakistan  US: Qureshi
674,674,2010-10-22,Five judges suspended for corruption
675,675,2010-10-22,Afghan panel asks Muslim states to help end war
676,676,2010-10-22,US seeks details of China-Pakistan nuclear deal
677,677,2010-10-23,Civilian N-technology discussed
678,678,2010-10-23,Obama urged to `redeem the pledge` on Kashmir
679,679,2010-10-23,US offers $2bn military aid
680,680,2010-10-23,Ghazi shrine `suicide bomber` back home
681,681,2010-10-23,Officer  soldiers among 11 killed in terror attacks
682,682,2010-10-23,Pakistan role in Afghan talks stressed Musharraf approved drone recce: Gilani
683,683,2010-10-23,Russia shows interest in gas pipeline
684,684,2010-10-23,Srinagar dead were suicide bombers  says Jaish
685,685,2010-10-23,Over 1800 dengue cases detected
686,686,2010-10-23,Two flood survivors die of hunger
687,687,2010-10-23,Singh calls for new defence doctrine
688,688,2010-10-23,Power  petroleum ministries to be merged
689,689,2010-10-24,Dissolution of Pepco being reviewed
690,690,2010-10-24,Bank chiefs to discuss loan waiver tomorrow
691,691,2010-10-24,WikiLeaks makes fresh claim about Iraq deaths
