Date,Headline
2020-03-07,DAWN Spelling Bee: Karachi Regional Championship 
2020-03-07,DAWN Spelling Bee: The National Championship 
2020-03-07,Poet's Corner 
2020-03-07,Poet's Corner 
2020-03-07,Mailbox 
2020-03-07,Tips to ace the spelling bee! 
2020-03-08,Amanullah  curtain falls on the king of comedy 
2020-03-07,All stores  bakers stopped from using plastic bags 
2020-03-07,Suicide attackers strike outside US embassy in Tunis 
2020-03-07,Former US security official indicted  for theft 
2020-03-07,Rare calm in Idlib after ceasefire deal 
2020-03-07,Taliban could possibly seize power after US leaves  warns Trump 
2020-03-07,US man executed for triple police murder 
2020-03-07,Nine in 10 of all people hold  bias against women: UNDP 
2020-03-07,Look beyond the veil  says Israels first hijab-wearing lawmaker 
2020-03-07,Viruses: ancient  tiny  amazing 
2020-03-07,Anti-coronavirus measures affect Friday turnout at Makkah's Grand Mosque 
2020-03-07,Dawn reporter Hasan Mansoor laid to rest 
2020-03-07,Murad calls for national action plan to control locust swarms 
2020-03-07,SC resents delay in completion of Karachi's transport-related projects 
2020-03-07,Pakistani Talibans future 
2020-03-07,PHC upholds conviction of militant 
2020-03-07,KP police seek Rs150m more for effective investigations 
2020-03-07,HEC chairman stresses urgent measures to prevent spread of coronavirus on campuses 
2020-03-07,Opponents of Aurat Azadi March oblivious to suffering of women 
2020-03-07,PSX bleeds 1 162 points as global markets slump 
2020-03-07,12.8m smuggled cigarette sticks seized by FBR 
2020-03-07,Oil price dives as Opec  Russia fail to agree on output cut 
2020-03-07,Wheat output expected to stay steady 
2020-03-07,Those hit by coronavirus should not go bankrupt: IMF 
2020-03-07,LNG supply chain facing collapse 
2020-03-07,Sindh holds centre responsible for wheat crisis 
2020-03-07,Slight decrease in inflation recorded 
2020-03-07,Sindh  Balochistan join hands to fight coronavirus 
2020-03-07,Balochistan assured of help in fight against coronavirus 
2020-03-07,Afghan traveller with fever  flu shifted to PIMS from airport 
2020-03-07,Heavy rain  snowfall lash parts of Balochistan 
2020-03-07,PM seeks proposals to resolve issues of film industry 
2020-03-07,Govt to support Aurat March with strings attached 
2020-03-07,Judiciary took away parliaments power to appoint judges: Bilawal 
2020-03-09,Lahore Qalandars stun the Kings with spectacular 8-wicket win in PSL contest 
2020-03-08,Multan Sultans inflict crushing 9-wicket defeat on Islamabad United 
2020-03-08,FIA stops MNAs Mohsin Dawar  Ali Wazir from flying to Kabul  says names are on ECL 
2020-03-08,What we saw at Aurat March 2020 
2020-03-08,Behind the scenes  scientists prep for COVID-19 vaccine test 
2020-03-08,Dominant Australia crush India to win fifth women's T20 World Cup 
2020-03-08,Woody Allen memoir shelved after backlash 
2020-03-08,Malaysias palace denies 'royal coup' in appointing new PM 
2020-03-08,I learned 8 self-defence moves to help you protect yourself from assault 
2020-03-08,Karachi building collapse: death toll rises to 27 as authorities retrieve more bodies 
2020-03-08,Aurat March: What's in a slogan? 
2020-03-08,'Movements like these bring change': Citizens gear up for Aurat March amid divergent views 
2020-03-08,'Aurat March' held nationwide to mark International Women's Day 
2020-03-08,Home-based women workers address their issues in First Women Conference 
2020-03-08,Smokers' Corner: The journey from Khuda Hafiz to Allah Hafiz 
2020-03-08,Violence against women in Pakistan is both a crime and a socially accepted norm 
2020-03-08,FESTIVAL: FESTIVAL BEYOND LITERATURE 
2020-03-08,FICTION: LADY OF THE FLIES 
2020-03-08,NON-FICTION: THE DARK SIDE OF THE DUNES 
2020-03-08,COLUMN: TWO POEMS 
2020-03-08,BOOKS IN BRIEF 
2020-03-08,Mild  moderate COVID-19 cases would be isolated in homes under new govt plan 
2020-03-08,KMU lab begins coronavirus tests 
2020-03-08,Rain claims 17 lives in Khyber Pakhtunkhwa 
2020-03-08,Women hold torch-bearing rally for rights in Peshawar 
2020-03-08,Women lawmakers sponsored more parliamentary agenda items than men 
2020-03-08,Editorial: Authorities will be held responsible if any violent confrontation occurs at the Aurat March 
2020-03-08,Liverpool recover to return to winning ways 
2020-03-08,PSL in Pakistan could spur other countries to revisit stance: Holding 
2020-03-08,What drives the women behind Aurat March to keep going? 
2020-03-08,Lawsuit filed against Afghanistan Cricket Board over contract breach 
2020-03-08,No confirmed coronavirus case in Punjab 
2020-03-08,PR to introduce free track policy: Rashid 
2020-03-08,Trade bodies call for end to Karachis woes 
2020-03-08,Govt working to increase exports  says commerce ministry 
2020-03-08,170 hospitalised after eating stale food at ceremony near Larkana 
2020-03-08,Certain elements trying to attack Islam in garb of rights campaign: JI chief 
2020-03-08,Rs1.61bn projects to rehabilitate fish harbour launched 
2020-03-08,As virus outbreaks multiply  UN declines to declare pandemic 
2020-03-08,Saudi Arabia reopens area around sacred Kaaba amid virus measures 
2020-03-08,Popes Sunday prayer to be livestreamed as COVID-19 spreads 
2020-03-08,UK police review probe into abduction of Dubai rulers daughter 
2020-03-08,Turkey to stop migrants from risky Aegean sea crossings 
2020-03-08,Taliban may not honour Doha deal  says US intel 
2020-03-08,US regulators start contingency planning as coronavirus reaches Washington 
2020-03-08,Stocks add 236 points in turbulent week 
2020-03-08,Hike in mining fee  royalties slammed 
2020-03-08,Pak-Iran trade resumes after 13 days 
2020-03-08,PPP calls for dialogue with civility on womens issues 
2020-03-08,Unchecked NAB powers against fundamental rights: IHC 
2020-03-11,Where did it go wrong for Quetta Gladiators this PSL? 
2020-03-10,Lopsided development harmful for Pakistan  says PM Imran 
2020-03-10,German hospital creates drive-through for swab testing as coronavirus cases rise in Europe 
2020-03-10,Lahore Qalandars claim 3rd straight PSL-V win  beat Peshawar Zalmi by 5 wickets 
2020-03-10,'Increasing access to land crucial for empowering Pakistan's rural women' 
2020-03-10,Engro shuts down Karachi offices for 3 days after employee tests positive for coronavirus 
2020-03-11,London man second patient to be cured of HIV 
2020-03-10,PML-N demands Shehbaz Sharif's return from London 
2020-03-11,These 14 claims on COVID-19 are viral but misleading 
2020-03-10,Led Zeppelin wins battle of the bands in Stairway to Heaven copyright case 
2020-03-10,AFP Fact Check: A photo from Lahore's Aurat March of a TV anchor  his wife has been doctored 
2020-03-10,Sharmeen Obaid launches international documentary series on gender justice 
2020-03-10,Digital is definitely not the future 
2020-03-11,US has 'no imminent plans' for flight operations to Pakistan 
2020-03-10,US starts troop pullout  seeks end to Afghan leaders feud 
2020-03-10,Market rout costs India's Ambani crown as Asia's richest person 
2020-03-10,Radio Pak claims MNAs Dawar  Wazir 'fulfilling vested Indian agenda through Afghanistan' 
2020-03-10,Karachi's Frere Hall is inaccessible to people with disabilities. Aurat March made it inclusive 
2020-03-10,Dr Adnan was attacked to obstruct Nawaz's treatment  claims Shehbaz Sharif 
2020-03-10,Game of Thrones actor Max von Sydow dies at age 90 
2020-03-11,Sindh CM calls for calm as coronavirus cases in province rise to 15 
2020-03-10,Asian stocks steady after 'Black Monday' as oil prices gain 7pc 
2020-03-10,This Pakistani YouTuber is taking an insightful peek at indigenous food across the country 
2020-03-10,Oil prices jump 10pc after biggest one-day fall since 1991 
2020-03-10,Pindi ground staffs painstaking efforts bear fruit in gloomy weather 
2020-03-10,Qalandars aim to extend winning run against Zalmi 
2020-03-10,Aisam  Aqeel help Pakistan blank Slovenia 
2020-03-10,PSG-Dortmund CL game to be played without fans 
2020-03-10,Something special  Australia celebrate fifth womens T20 World Cup title 
2020-03-10,Quarantine guidelines issued to prevent coronavirus outbreak in KP 
2020-03-10,Health authorities law being amended to make it  acceptable to stakeholders 
2020-03-10,LG system being introduced in tribal districts: KP CM 
2020-03-10,Editorial: Coronavirus will add greatly to Pakistan's economic challenges 
2020-03-10,TV will continue to force public debates on uncomfortable issues  and that is a good thing 
2020-03-10,PIA suspends flight operation to Qatar 
2020-03-10,US team visits Islamabad International Airport to give clearance to PIA direct flights 
2020-03-10,Senate body seeks record of land purchased by foreigners 
2020-03-10,Fresh coronavirus cases confirmed in Sindh taking provincial tally to 13 
2020-03-10,Pakistani women's unpaid labour should not go unnoticed 
2020-03-10,CTO told to ensure smooth traffic during PSL matches 
2020-03-10,FIA not to arrest deportees who travelled without documents 
2020-03-10,Pakistan receives first batch of locust control pesticide  equipment 
2020-03-10,Holi celebrated in Karachi 
2020-03-10,Karachi collapsed buildings debris removed 
2020-03-10,Sindh CM asks hospitals to share pneumonia patients record with health ministry 
2020-03-10,Victims names read out in sombre start to MH17 trial 
2020-03-10,UN  West link support for future Afghan govt to HR compliance 
2020-03-10,Facebook  Twitter place warning labels on altered Biden video 
2020-03-10,India's UP govt ordered to remove billboards shaming anti-govt protesters 
2020-03-10,Former Scotland leader in court on sex charges 
2020-03-10,Mask-wearers can be identified with Chinese facial recognition technology 
2020-03-10,Modi cancels Dhaka trip after Bangladesh detects coronavirus cases 
2020-03-10,70pc of Chinese have recovered from coronavirus  says WHO 
2020-03-10,UN laments slow progress in struggle for womens rights 
2020-03-10,Indian stocks suffer worst day 
2020-03-10,Oil crash: Saudi Arabias risky price war 
2020-03-10,Virus-induced supply chain disruptions to hit industrial activity in Pakistan 
2020-03-10,First annual decline in oil use in decade: IEA 
2020-03-17,Pak-Korea agriculture potential discussed 
2020-03-10,Circular debt dispute reaches cabinet today 
2020-03-10,Virus could cost world $2tr  fears UN 
2020-03-10,Dollar climbs Rs3.65 in interbank after six months of calm 
2020-03-10,Pilgrims returning from Iran demand end to quarantine 
2020-03-10,Border with Afghanistan closed 
2020-03-10,Firdous says no confrontation exists between men and women 
2020-03-10,Wheat panel to recommend increase in price for Rabi crop 
2020-03-10,Third Board of Investment chairman steps down 
2020-03-10,Pakistan 11th largest arms importer in the world: report 
2020-03-10,SC rejects govt plea to stay PHC hearing against military court verdicts 
2020-03-10,Two US soldiers killed in Iraq 
2020-03-10,As global arms trade thrives  US widens gap with Russia: report 
2020-03-10,Wheat  sugar crisis report to be tabled this week  NA told 
2020-03-10,Rockets mar Ghanis swearing-in as rival inaugurates self 
2020-03-10,No more increase in gas  electricity tariffs: PM 
2020-03-10,PSX sees biggest single day decline in 10 years 
2020-03-10,NAB to file supplementary reference in LNG case 
2020-03-11,COVID-19 'can be characterised as a pandemic': WHO chief 
2020-03-12,No  coronavirus isn't the same as the flu 
2020-03-11,Unrepentent Harvey Weinstein sentenced to 23 years in prison for sexual assault  rape 
2020-03-12,From getting a haircut to going for a run  a guide to life under Italy's coronavirus lockdown 
2020-03-12,Govt to facilitate construction sector to provide affordable housing  says PM Imran 
2020-03-11,Senate human rights panel to decide fate of Zindagi Tamasha  bars CII from reviewing it 
2020-03-11,Taliban say conditional prisoner release order by Afghan govt against deal with US 
2020-03-11,Dollar continues climb against rupee  edges up to Rs158.6 in interbank 
2020-03-11,National Assembly passes Zainab Alert Bill with majority vote 
2020-03-11,Saudi announces plan to boost oil production capacity for first time in years 
2020-03-11,Shoaib Khan honours the legendary Rani Jee by recreating her iconic look 
2020-03-11,Coordination between Centre  provinces lacking on coronavirus: Sindh spokesman 
